date,origin_port,destination_port,transport_mode,product_category,distance_km,weight_mt,fuel_price_index,geopolitical_risk_score,weather_condition,carrier_reliability_score,lead_time_days,disruption
2024-10-26,Hamburg,Marseille,Sea,Pharmaceuticals,6091.17,461.73,4.26,4.0,Clear,0.62,9.27,0
2025-07-23,Hamburg,Shanghai,Road,Automotive,4427.07,447.07,2.22,0.7,Storm,0.917,8.31,1
2024-04-07,Dubai,Singapore,Sea,Perishables,3752.62,319.09,2.05,1.2,Clear,0.869,5.7,0
2024-09-19,Dubai,Antwerp,Rail,Textiles,8235.19,215.64,3.68,2.7,Rain,0.956,7.94,0
2024-12-09,Dubai,Marseille,Road,Perishables,13258.76,276.46,2.2,2.0,Hurricane,0.571,70.13,1
2024-08-15,Los Angeles,Shanghai,Road,Automotive,3549.62,426.48,4.39,8.4,Clear,0.875,3.43,0
2025-10-17,Singapore,Busan,Road,Automotive,6929.01,1.2,1.53,3.9,Rain,0.508,5.29,0
2025-07-05,Singapore,Shanghai,Road,Pharmaceuticals,13493.32,462.4,2.02,0.4,Fog,0.977,12.3,0
2025-04-09,Busan,Singapore,Rail,Perishables,10416.06,25.53,3.63,2.5,Storm,0.71,24.09,0
2025-11-24,Hamburg,Dubai,Air,Perishables,6462.26,228.61,1.83,5.1,Hurricane,0.688,2.38,1
2024-04-11,Rotterdam,Dubai,Rail,Electronics,8317.84,420.97,3.48,9.6,Clear,0.9,8.9,0
2024-06-10,Hamburg,Busan,Sea,Automotive,9369.95,78.11,1.97,1.7,Hurricane,0.88,113.8,1
2025-03-28,Busan,Los Angeles,Road,Perishables,4895.36,432.63,3.12,0.2,Hurricane,0.835,23.5,1
2024-02-16,Singapore,Dubai,Air,Automotive,5287.26,10.99,4.26,6.1,Clear,0.581,0.5,1
2025-04-10,Dubai,Los Angeles,Road,Automotive,14649.86,268.24,3.59,0.8,Hurricane,0.859,72.6,1
2024-09-05,Shanghai,Rotterdam,Rail,Perishables,6083.92,483.39,2.03,5.2,Rain,0.691,6.53,0
2024-09-12,Rotterdam,Marseille,Sea,Electronics,3044.63,5.76,2.59,2.4,Hurricane,0.849,37.79,1
2025-08-04,Los Angeles,Marseille,Sea,Pharmaceuticals,13124.98,294.26,1.54,1.0,Rain,0.655,22.85,0
2024-08-06,Dubai,Busan,Rail,Automotive,10322.2,169.12,3.81,1.1,Fog,0.612,11.64,1
2024-01-20,Busan,Rotterdam,Air,Perishables,14362.68,65.76,3.36,0.8,Clear,0.941,0.58,0
2025-11-16,Los Angeles,Hamburg,Air,Automotive,10118.01,156.69,4.47,8.5,Rain,0.831,0.5,1
2025-11-14,Hamburg,Rotterdam,Air,Perishables,6482.96,285.03,2.99,8.3,Hurricane,0.511,4.41,1
2024-08-22,Antwerp,Dubai,Air,Automotive,12797.58,119.39,2.85,7.0,Storm,0.641,2.7,1
2025-11-06,Singapore,Marseille,Air,Automotive,12350.82,135.45,4.34,2.4,Fog,0.805,1.28,1
2025-04-15,Rotterdam,Busan,Air,Textiles,14504.42,286.04,1.64,8.5,Fog,0.527,0.5,1
2025-08-24,Busan,Shanghai,Road,Textiles,1474.9,29.84,2.03,7.8,Rain,0.715,2.02,1
2024-05-02,Shanghai,Hamburg,Road,Electronics,14646.35,117.36,1.98,6.3,Fog,0.91,17.96,1
2025-09-16,Shanghai,Antwerp,Air,Electronics,11424.7,202.92,2.04,9.5,Rain,0.958,0.7,1
2024-11-14,Singapore,Los Angeles,Air,Perishables,3754.39,188.75,1.89,2.3,Fog,0.508,0.5,0
2024-12-10,Shanghai,Rotterdam,Sea,Perishables,2738.26,492.06,3.6,6.2,Fog,0.99,7.44,1
2024-04-30,Los Angeles,Shanghai,Rail,Automotive,4274.16,280.39,3.16,1.9,Fog,0.624,5.31,0
2025-11-04,Shanghai,Marseille,Sea,Automotive,12143.53,63.84,2.83,6.0,Fog,0.909,33.45,1
2025-08-19,Hamburg,Rotterdam,Air,Pharmaceuticals,1679.56,422.06,2.34,0.2,Clear,0.527,0.98,0
2024-11-16,Busan,Los Angeles,Air,Electronics,13789.09,469.3,1.59,8.4,Fog,0.747,1.56,1
2024-05-10,Dubai,Busan,Sea,Textiles,2146.59,57.09,4.35,6.4,Clear,0.894,4.23,1
2025-01-24,Hamburg,Shanghai,Rail,Automotive,4865.17,210.89,2.99,8.1,Rain,0.9,6.1,1
2025-03-09,Los Angeles,Busan,Rail,Electronics,8692.82,133.53,4.03,2.5,Storm,0.574,20.86,1
2025-12-05,Dubai,Shanghai,Air,Textiles,4001.76,323.66,2.86,2.7,Rain,0.79,0.5,1
2024-03-19,Busan,Hamburg,Road,Electronics,13355.76,282.02,3.54,9.2,Hurricane,0.73,92.37,1
2025-05-29,Los Angeles,Shanghai,Road,Pharmaceuticals,11199.51,289.69,2.0,5.5,Fog,0.643,12.01,1
2025-11-28,Shanghai,Dubai,Road,Automotive,1293.62,231.7,1.52,2.8,Hurricane,0.646,5.92,1
2024-10-02,Rotterdam,Dubai,Road,Automotive,3186.42,430.75,2.76,1.0,Fog,0.638,2.91,1
2024-10-08,Rotterdam,Dubai,Road,Electronics,3556.5,423.25,2.09,3.4,Storm,0.95,7.34,0
2025-10-05,Rotterdam,Dubai,Air,Pharmaceuticals,7573.88,286.59,3.97,9.0,Hurricane,0.89,4.42,1
2025-03-19,Busan,Singapore,Air,Pharmaceuticals,10688.19,193.73,2.4,5.5,Hurricane,0.907,5.16,1
2024-03-30,Los Angeles,Marseille,Air,Perishables,5345.79,162.27,3.0,1.9,Storm,0.55,0.9,1
2024-05-18,Antwerp,Rotterdam,Road,Perishables,13253.94,252.34,2.53,5.7,Rain,0.935,12.0,0
2024-05-23,Rotterdam,Busan,Air,Perishables,14562.41,140.6,4.47,3.5,Hurricane,0.76,7.95,1
2024-12-13,Rotterdam,Los Angeles,Sea,Electronics,9242.67,143.83,4.45,9.2,Fog,0.766,28.49,1
2024-06-15,Rotterdam,Hamburg,Air,Pharmaceuticals,5846.25,74.58,1.79,2.4,Fog,0.736,0.5,0
2024-08-25,Rotterdam,Busan,Air,Textiles,11939.52,430.66,3.63,0.3,Clear,0.678,0.5,0
2025-08-16,Los Angeles,Shanghai,Air,Automotive,10771.26,290.31,1.27,9.8,Fog,0.852,1.3,1
2025-10-27,Los Angeles,Singapore,Sea,Pharmaceuticals,4927.0,117.58,2.12,9.8,Storm,0.965,30.11,1
2024-05-11,Hamburg,Rotterdam,Rail,Textiles,3780.95,103.05,3.06,8.5,Hurricane,0.582,30.02,1
2024-06-03,Rotterdam,Singapore,Road,Electronics,9865.8,481.4,2.67,2.4,Clear,0.624,6.21,0
2025-08-25,Rotterdam,Marseille,Road,Perishables,2589.14,203.4,3.85,3.6,Hurricane,0.605,14.5,1
2025-11-18,Busan,Rotterdam,Road,Electronics,1500.61,53.23,1.58,1.9,Clear,0.998,0.55,0
2025-01-06,Singapore,Hamburg,Road,Perishables,11536.26,233.28,1.2,5.9,Storm,0.814,26.69,1
2024-01-17,Antwerp,Busan,Air,Automotive,4688.83,438.4,2.58,4.7,Storm,0.829,2.08,1
2025-07-14,Shanghai,Los Angeles,Road,Pharmaceuticals,1080.86,229.05,2.68,4.8,Rain,0.771,1.51,0
2025-10-29,Rotterdam,Antwerp,Rail,Automotive,4654.85,49.25,3.24,7.2,Fog,0.71,7.07,0
2024-12-01,Rotterdam,Marseille,Air,Electronics,10476.66,62.61,3.94,0.3,Rain,0.55,0.5,0
2025-09-15,Los Angeles,Hamburg,Sea,Textiles,1327.29,173.46,4.3,7.0,Fog,0.889,4.23,0
2025-09-24,Dubai,Singapore,Road,Pharmaceuticals,5354.44,403.2,3.48,9.9,Hurricane,0.871,38.24,1
2024-08-07,Busan,Shanghai,Air,Electronics,13960.62,291.45,4.39,1.9,Hurricane,0.621,7.54,1
2024-07-13,Shanghai,Los Angeles,Rail,Automotive,7976.14,470.7,3.27,7.2,Clear,0.94,7.09,0
2024-03-03,Los Angeles,Dubai,Road,Automotive,5712.62,429.07,2.22,2.3,Rain,0.732,4.5,0
2024-03-23,Dubai,Shanghai,Road,Electronics,5661.6,130.14,3.55,0.6,Fog,0.609,5.28,0
2024-11-17,Dubai,Rotterdam,Rail,Pharmaceuticals,2084.33,473.24,4.44,6.8,Hurricane,0.81,15.53,1
2024-07-06,Singapore,Los Angeles,Road,Pharmaceuticals,6950.36,2.56,2.31,7.4,Storm,0.692,17.27,1
2024-09-28,Los Angeles,Singapore,Road,Automotive,2843.62,321.75,2.21,4.3,Clear,0.744,2.65,0
2025-11-15,Busan,Dubai,Sea,Textiles,5530.82,36.28,4.25,5.6,Storm,0.641,28.71,0
2025-09-28,Dubai,Antwerp,Rail,Perishables,1651.58,126.75,1.63,6.3,Fog,0.99,2.54,1
2024-08-14,Antwerp,Hamburg,Road,Textiles,4596.19,179.56,3.13,5.1,Rain,0.913,4.09,0
2025-04-24,Singapore,Busan,Sea,Textiles,8735.21,273.91,4.27,7.9,Hurricane,0.843,135.33,1
2025-01-18,Rotterdam,Shanghai,Rail,Perishables,7361.54,325.71,4.09,9.3,Storm,0.505,22.94,1
2025-12-29,Busan,Rotterdam,Road,Pharmaceuticals,2826.71,149.93,3.98,0.8,Clear,0.889,1.4,0
2025-08-17,Busan,Marseille,Air,Automotive,2066.37,182.7,1.52,6.0,Hurricane,0.602,0.83,1
2024-03-10,Dubai,Marseille,Rail,Textiles,1167.04,483.31,1.75,5.3,Fog,0.901,2.47,1
2025-11-19,Antwerp,Shanghai,Air,Electronics,9533.02,120.88,3.7,8.6,Clear,0.672,0.5,1
2024-11-05,Dubai,Los Angeles,Rail,Pharmaceuticals,13194.59,469.44,2.46,2.9,Hurricane,0.517,83.23,1
2025-11-04,Singapore,Rotterdam,Sea,Textiles,1156.91,129.56,4.26,5.6,Clear,0.556,1.3,0
2025-12-28,Hamburg,Busan,Rail,Pharmaceuticals,8581.39,167.29,1.81,0.1,Hurricane,0.994,47.99,1
2024-05-18,Dubai,Antwerp,Sea,Pharmaceuticals,14924.88,291.13,2.39,2.8,Rain,0.963,28.67,1
2025-09-11,Singapore,Antwerp,Air,Textiles,4755.59,443.99,3.26,0.9,Hurricane,0.866,2.62,1
2025-07-03,Los Angeles,Antwerp,Sea,Automotive,8963.01,290.08,2.94,4.1,Storm,0.702,44.53,1
2025-08-05,Antwerp,Rotterdam,Air,Pharmaceuticals,2991.53,94.18,2.29,9.3,Clear,0.682,0.5,0
2024-10-16,Hamburg,Rotterdam,Sea,Perishables,9716.86,3.51,1.34,7.3,Fog,0.647,27.77,1
2024-08-23,Dubai,Hamburg,Rail,Perishables,10781.38,191.8,1.28,6.3,Storm,0.551,30.32,0
2024-04-09,Busan,Rotterdam,Rail,Pharmaceuticals,13685.15,333.68,3.04,6.4,Fog,0.645,18.12,0
2024-12-13,Antwerp,Los Angeles,Road,Automotive,12235.74,97.15,2.47,0.0,Rain,0.702,7.3,0
2024-09-13,Shanghai,Singapore,Air,Electronics,2248.22,117.61,3.6,4.2,Hurricane,0.507,1.63,1
2025-08-12,Shanghai,Rotterdam,Road,Pharmaceuticals,1064.48,116.44,3.26,7.0,Storm,0.617,2.76,1
2024-03-30,Los Angeles,Busan,Road,Automotive,4737.16,192.2,2.36,7.4,Rain,0.789,4.76,0
2025-06-20,Busan,Antwerp,Rail,Automotive,9836.61,108.42,3.9,5.1,Hurricane,0.648,69.29,1
2024-06-20,Shanghai,Singapore,Air,Automotive,7388.8,350.87,1.27,3.3,Fog,0.579,1.35,0
2025-02-20,Rotterdam,Antwerp,Air,Automotive,2342.38,387.47,2.8,3.3,Clear,0.663,0.5,1
2025-01-25,Hamburg,Marseille,Rail,Electronics,8707.27,188.59,1.69,5.5,Fog,0.765,11.75,1
2024-11-03,Singapore,Hamburg,Road,Perishables,11681.28,401.02,1.75,9.4,Clear,0.827,10.03,1
2025-07-06,Singapore,Rotterdam,Sea,Automotive,14634.5,122.32,1.74,6.5,Clear,0.751,26.77,1
2025-09-20,Busan,Dubai,Road,Pharmaceuticals,4625.85,480.0,3.72,3.3,Fog,0.766,4.12,0
2025-07-23,Busan,Dubai,Air,Pharmaceuticals,3198.97,23.34,1.88,4.2,Storm,0.997,1.08,1
2024-05-14,Busan,Singapore,Air,Electronics,3140.71,475.42,2.66,2.0,Fog,0.984,1.11,1
2024-12-11,Antwerp,Los Angeles,Rail,Electronics,13850.72,400.38,3.68,6.3,Storm,0.99,38.89,1
2024-03-31,Antwerp,Shanghai,Air,Automotive,7878.96,384.47,2.97,5.8,Clear,0.588,0.96,0
2025-12-09,Antwerp,Marseille,Air,Electronics,11351.57,494.14,2.19,5.8,Hurricane,0.627,7.01,1
2025-01-28,Busan,Shanghai,Sea,Textiles,3066.65,63.5,3.38,5.9,Fog,0.982,8.17,1
2024-08-17,Rotterdam,Hamburg,Sea,Automotive,12340.69,133.78,2.81,7.5,Fog,0.518,35.26,1
2025-05-02,Los Angeles,Busan,Road,Pharmaceuticals,2243.03,241.76,2.48,7.9,Clear,0.599,2.1,1
2024-07-24,Rotterdam,Los Angeles,Sea,Automotive,4954.64,305.11,3.23,2.2,Storm,0.52,23.03,0
2024-06-11,Hamburg,Los Angeles,Road,Textiles,14543.09,107.56,4.29,0.3,Hurricane,0.831,69.95,1
2025-10-04,Antwerp,Rotterdam,Air,Textiles,8022.46,302.0,1.59,0.3,Hurricane,0.626,3.33,1
2024-10-28,Dubai,Busan,Air,Textiles,3697.07,417.91,4.44,7.4,Rain,0.859,0.5,0
2024-09-02,Singapore,Marseille,Rail,Perishables,10592.3,98.79,2.16,0.5,Clear,0.581,6.9,0
2025-01-01,Dubai,Hamburg,Air,Automotive,3834.91,329.81,1.69,1.2,Clear,0.596,0.5,0
2024-11-03,Rotterdam,Busan,Sea,Pharmaceuticals,13248.19,246.27,2.22,7.6,Storm,0.539,76.19,1
2024-05-15,Los Angeles,Shanghai,Sea,Automotive,12750.69,288.67,1.79,8.4,Storm,0.791,75.56,1
2025-11-18,Singapore,Los Angeles,Road,Perishables,1637.61,298.76,2.96,5.7,Storm,0.938,3.25,1
2024-03-27,Shanghai,Antwerp,Sea,Automotive,10608.47,478.45,4.47,4.7,Fog,0.623,26.52,1
2025-10-14,Busan,Singapore,Rail,Textiles,7669.09,206.15,2.28,7.1,Fog,0.774,10.72,1
2024-05-07,Busan,Antwerp,Road,Electronics,2011.26,161.04,4.25,4.9,Storm,0.97,4.48,1
2025-12-03,Rotterdam,Singapore,Air,Automotive,871.81,237.75,3.43,6.1,Rain,0.913,0.5,0
2024-09-26,Singapore,Antwerp,Sea,Electronics,6231.26,458.63,3.78,0.2,Fog,0.686,12.99,0
2024-07-23,Shanghai,Hamburg,Air,Automotive,12934.19,317.39,2.71,3.9,Clear,0.591,0.56,0
2025-05-05,Shanghai,Dubai,Air,Perishables,10859.15,82.8,3.69,5.8,Fog,0.819,1.48,1
2025-08-08,Dubai,Busan,Sea,Perishables,5763.25,228.2,2.85,8.7,Rain,0.515,12.85,1
2025-09-26,Rotterdam,Shanghai,Air,Textiles,7482.07,87.81,3.57,4.1,Fog,0.503,0.5,0
2024-08-02,Singapore,Marseille,Road,Electronics,5697.75,242.27,1.39,0.8,Fog,0.893,4.7,0
2024-03-24,Dubai,Singapore,Rail,Perishables,7519.12,271.65,2.21,6.1,Clear,0.569,7.09,1
2024-05-15,Los Angeles,Singapore,Road,Perishables,3867.26,172.21,4.46,4.3,Fog,0.873,3.82,0
2025-09-18,Antwerp,Shanghai,Air,Pharmaceuticals,7901.27,57.32,2.9,5.5,Storm,0.917,1.36,1
2024-08-21,Shanghai,Marseille,Air,Electronics,3130.86,230.51,3.16,6.1,Hurricane,0.732,2.16,1
2024-09-05,Dubai,Los Angeles,Sea,Pharmaceuticals,3099.17,8.9,1.83,0.5,Fog,0.793,6.19,1
2025-01-10,Los Angeles,Antwerp,Rail,Textiles,3871.34,271.13,2.72,7.1,Hurricane,0.555,28.3,1
2025-03-04,Dubai,Singapore,Rail,Automotive,2283.55,247.13,3.94,7.3,Clear,0.803,1.97,0
2024-06-01,Hamburg,Antwerp,Sea,Automotive,2633.87,359.16,2.97,2.7,Hurricane,0.784,32.83,1
2025-09-22,Busan,Marseille,Sea,Automotive,1134.22,187.23,1.7,9.7,Clear,0.733,1.7,1
2024-05-23,Hamburg,Dubai,Sea,Textiles,14513.05,219.14,3.78,1.6,Clear,0.71,22.3,0
2025-05-06,Shanghai,Busan,Air,Automotive,1548.59,315.66,3.22,9.2,Clear,0.907,1.01,0
2025-10-14,Busan,Marseille,Sea,Automotive,12413.74,360.26,3.34,6.7,Hurricane,0.675,184.31,1
2024-06-07,Rotterdam,Busan,Sea,Pharmaceuticals,12796.61,428.51,1.85,7.1,Storm,0.971,72.38,1
2024-03-01,Antwerp,Hamburg,Rail,Automotive,5259.38,235.69,1.27,1.9,Rain,0.544,4.96,0
2025-07-29,Singapore,Los Angeles,Rail,Textiles,8076.4,23.03,4.05,4.7,Hurricane,0.618,55.81,1
2024-03-26,Singapore,Los Angeles,Road,Electronics,11167.12,4.54,3.49,9.7,Clear,0.954,10.06,0
2025-03-28,Shanghai,Antwerp,Road,Textiles,5161.69,74.9,1.56,5.8,Rain,0.771,4.23,1
2024-06-13,Singapore,Dubai,Road,Textiles,14578.63,278.08,3.76,3.8,Fog,0.691,16.07,1
2025-07-19,Antwerp,Hamburg,Road,Electronics,9097.63,135.6,3.08,8.3,Fog,0.503,11.56,1
2024-09-27,Rotterdam,Dubai,Sea,Textiles,9109.82,140.69,2.07,2.9,Clear,0.753,13.76,0
2025-02-18,Singapore,Los Angeles,Rail,Perishables,3422.16,258.85,1.26,3.2,Hurricane,0.635,21.54,1
2024-02-14,Busan,Los Angeles,Rail,Textiles,10786.86,40.74,4.16,7.0,Hurricane,0.829,80.24,1
2025-01-01,Busan,Marseille,Air,Pharmaceuticals,5955.76,272.86,2.77,4.4,Fog,0.754,0.65,0
2024-06-14,Busan,Rotterdam,Air,Electronics,8468.17,288.7,3.97,5.7,Fog,0.768,0.5,0
2024-04-16,Hamburg,Los Angeles,Road,Pharmaceuticals,8427.11,284.89,3.88,5.0,Fog,0.545,9.26,0
2025-02-24,Los Angeles,Marseille,Rail,Automotive,13310.24,497.75,4.47,4.0,Rain,0.682,13.38,0
2024-08-31,Hamburg,Singapore,Rail,Textiles,9099.14,455.51,4.49,3.3,Storm,0.964,23.03,1
2025-03-11,Los Angeles,Singapore,Air,Automotive,12091.45,335.71,3.68,7.4,Hurricane,0.75,6.65,1
2024-08-25,Antwerp,Shanghai,Road,Automotive,10481.83,283.86,1.32,9.8,Rain,0.913,11.31,1
2025-08-06,Hamburg,Los Angeles,Air,Pharmaceuticals,10998.42,235.36,1.73,5.0,Fog,0.75,0.5,0
2025-09-13,Singapore,Marseille,Rail,Perishables,14746.56,104.8,2.43,5.5,Clear,0.53,12.89,1
2024-11-19,Antwerp,Singapore,Rail,Textiles,7161.98,57.31,1.23,8.6,Hurricane,0.678,56.33,1
2024-08-21,Rotterdam,Antwerp,Air,Perishables,9572.39,349.41,1.96,5.9,Fog,0.619,1.16,0
2025-05-20,Hamburg,Los Angeles,Air,Pharmaceuticals,13591.98,23.99,1.57,7.3,Fog,0.592,2.12,1
2025-08-05,Singapore,Shanghai,Sea,Electronics,9245.71,473.63,2.93,7.9,Rain,0.575,21.63,0
2025-10-08,Dubai,Los Angeles,Air,Pharmaceuticals,7641.51,205.96,2.76,4.6,Fog,0.884,1.11,0
2024-08-12,Antwerp,Marseille,Air,Electronics,7860.35,342.03,4.35,5.3,Rain,0.923,0.5,1
2025-07-31,Shanghai,Hamburg,Air,Pharmaceuticals,14874.25,457.39,1.97,6.8,Clear,0.777,1.57,1
2024-08-31,Dubai,Los Angeles,Rail,Electronics,11916.89,331.1,3.59,1.7,Storm,0.744,27.01,1
2025-05-28,Shanghai,Antwerp,Sea,Electronics,7000.63,12.26,1.72,0.8,Clear,0.991,9.67,0
2024-04-13,Hamburg,Los Angeles,Rail,Textiles,5653.87,104.29,4.05,3.4,Clear,0.588,4.5,0
2024-07-13,Singapore,Antwerp,Air,Electronics,2957.64,431.62,4.29,6.4,Hurricane,0.72,1.5,1
2025-08-26,Rotterdam,Dubai,Road,Perishables,10422.56,204.18,1.3,2.7,Clear,0.973,7.78,0
2025-04-19,Singapore,Los Angeles,Road,Electronics,1616.09,159.31,3.59,6.3,Clear,0.946,0.72,0
2025-10-17,Hamburg,Los Angeles,Air,Electronics,9484.03,331.07,2.44,6.1,Fog,0.733,1.03,1
2025-05-27,Hamburg,Marseille,Air,Electronics,1809.2,74.83,4.22,3.0,Hurricane,0.683,0.72,1
2025-03-10,Busan,Antwerp,Rail,Perishables,11839.41,343.17,1.25,1.4,Clear,0.974,8.67,0
2024-11-30,Rotterdam,Antwerp,Air,Textiles,10163.71,460.61,3.22,3.3,Storm,0.702,1.48,1
2024-09-28,Dubai,Antwerp,Sea,Pharmaceuticals,14188.61,220.29,1.93,7.0,Fog,0.898,39.29,0
2025-01-27,Antwerp,Rotterdam,Air,Automotive,1603.9,52.06,1.74,4.8,Storm,0.588,0.5,1
2024-11-01,Rotterdam,Los Angeles,Air,Textiles,12990.56,332.74,3.49,5.1,Fog,0.547,0.75,0
2025-06-16,Hamburg,Los Angeles,Road,Pharmaceuticals,14563.76,323.56,4.08,3.6,Rain,0.566,13.3,0
2024-05-23,Busan,Shanghai,Rail,Automotive,13408.12,259.3,2.31,5.7,Fog,0.702,17.27,0
2025-11-09,Antwerp,Busan,Road,Pharmaceuticals,11758.49,36.88,4.21,4.5,Clear,0.826,8.47,0
2025-01-09,Shanghai,Hamburg,Rail,Electronics,9929.72,372.63,3.07,9.7,Rain,0.829,12.34,1
2025-10-28,Hamburg,Shanghai,Road,Textiles,5389.5,207.01,1.9,8.3,Storm,0.537,13.56,1
2025-08-03,Los Angeles,Marseille,Sea,Electronics,1849.99,166.75,3.28,9.8,Storm,0.526,12.16,1
2024-02-27,Shanghai,Antwerp,Road,Automotive,10554.62,477.01,2.18,1.9,Clear,0.921,6.47,0
2025-04-09,Singapore,Antwerp,Road,Pharmaceuticals,9668.43,21.13,3.23,5.3,Clear,0.973,6.95,0
2024-09-02,Dubai,Busan,Rail,Textiles,10397.95,365.61,3.72,5.6,Hurricane,0.705,73.8,1
2025-01-21,Singapore,Antwerp,Sea,Pharmaceuticals,3438.17,107.69,2.8,6.8,Storm,0.975,19.35,1
2024-11-03,Busan,Singapore,Sea,Perishables,3490.66,490.53,2.34,3.1,Hurricane,0.511,45.35,1
2024-11-16,Shanghai,Singapore,Road,Electronics,8151.32,104.21,3.67,1.5,Storm,0.914,16.15,1
2024-05-21,Rotterdam,Singapore,Sea,Perishables,7414.23,120.37,4.45,5.4,Hurricane,0.893,104.97,1
2024-02-16,Shanghai,Busan,Air,Textiles,1136.55,171.18,1.79,8.3,Clear,0.75,0.5,1
2024-03-02,Antwerp,Marseille,Air,Perishables,14727.29,439.72,1.65,4.3,Storm,0.632,2.53,1
2024-01-26,Dubai,Hamburg,Rail,Pharmaceuticals,7638.03,456.19,2.63,4.2,Rain,0.539,8.39,1
2025-01-26,Rotterdam,Busan,Air,Automotive,14215.91,300.94,1.58,4.5,Storm,0.509,2.45,1
2025-09-26,Hamburg,Singapore,Rail,Electronics,6104.84,285.17,1.64,0.5,Hurricane,0.874,35.23,1
2024-10-01,Shanghai,Dubai,Road,Pharmaceuticals,13828.52,446.84,2.63,9.5,Clear,0.62,12.3,0
2024-12-21,Rotterdam,Busan,Air,Automotive,6312.35,410.02,1.23,3.3,Hurricane,0.89,2.5,1
2024-05-06,Hamburg,Shanghai,Air,Electronics,14955.77,293.82,1.34,3.4,Clear,0.74,1.26,0
2024-04-22,Dubai,Marseille,Sea,Perishables,10971.08,256.86,2.29,3.9,Storm,0.802,55.09,1
2025-02-14,Hamburg,Busan,Sea,Textiles,10022.58,136.07,2.72,8.6,Storm,0.858,60.19,0
2025-09-27,Singapore,Antwerp,Rail,Pharmaceuticals,5152.39,249.93,1.64,1.1,Storm,0.509,11.91,1
2025-06-29,Shanghai,Marseille,Sea,Pharmaceuticals,14968.4,130.47,1.82,5.1,Storm,0.88,78.32,1
2024-11-12,Los Angeles,Singapore,Rail,Textiles,5070.97,338.39,2.35,10.0,Fog,0.541,8.93,1
2025-06-09,Singapore,Busan,Air,Textiles,5206.49,98.23,1.75,3.8,Fog,0.947,1.1,1
2025-08-17,Los Angeles,Singapore,Road,Perishables,4988.15,117.2,3.64,3.6,Clear,0.532,4.37,1
2024-01-03,Los Angeles,Busan,Air,Automotive,8339.21,381.18,1.62,2.3,Rain,0.827,1.06,1
2024-05-04,Singapore,Rotterdam,Rail,Electronics,11511.27,189.03,4.26,8.7,Storm,0.737,34.61,1
2024-01-12,Busan,Dubai,Road,Perishables,9385.54,15.47,4.45,1.4,Storm,0.734,17.24,1
2024-07-06,Dubai,Antwerp,Road,Electronics,7099.99,218.95,2.95,5.7,Hurricane,0.863,43.75,1
2025-03-05,Singapore,Shanghai,Rail,Perishables,1447.81,121.38,2.68,9.3,Clear,0.783,1.2,1
2024-02-26,Shanghai,Marseille,Road,Pharmaceuticals,7396.14,121.72,2.12,8.8,Rain,0.92,7.14,1
2024-06-12,Busan,Singapore,Road,Textiles,676.24,343.93,3.09,0.5,Fog,0.692,0.99,0
2025-07-15,Dubai,Hamburg,Road,Perishables,4030.49,490.4,3.54,7.2,Hurricane,0.562,25.56,1
2025-07-05,Singapore,Hamburg,Air,Automotive,12681.57,144.15,4.28,1.4,Clear,0.99,0.5,0
2024-03-28,Antwerp,Hamburg,Air,Electronics,2287.61,343.78,1.33,7.2,Rain,0.903,0.5,0
2025-01-18,Antwerp,Marseille,Air,Automotive,8012.14,207.26,3.25,9.4,Hurricane,0.994,4.28,1
2025-01-04,Busan,Singapore,Sea,Textiles,2154.39,133.22,1.99,1.1,Hurricane,0.761,25.69,1
2024-04-08,Antwerp,Rotterdam,Sea,Textiles,9026.01,30.09,4.46,1.9,Rain,0.835,15.89,1
2024-11-18,Antwerp,Singapore,Air,Automotive,6221.3,488.88,2.84,2.6,Clear,0.689,0.97,1
2024-02-21,Singapore,Antwerp,Rail,Electronics,1861.56,11.5,3.0,2.5,Clear,0.535,1.7,0
2025-02-11,Antwerp,Busan,Air,Automotive,820.79,460.1,3.2,2.3,Storm,0.932,0.5,1
2024-11-03,Dubai,Los Angeles,Sea,Textiles,7144.67,272.35,4.36,1.4,Storm,0.662,32.09,0
2025-10-16,Shanghai,Singapore,Road,Automotive,11088.21,463.76,2.98,1.6,Fog,0.582,11.34,1
2024-01-07,Busan,Los Angeles,Rail,Perishables,2116.93,37.71,3.66,6.3,Hurricane,0.837,15.72,1
2024-07-31,Hamburg,Rotterdam,Road,Textiles,6463.91,137.01,3.9,1.0,Hurricane,0.689,31.96,1
2024-11-17,Antwerp,Dubai,Rail,Textiles,9815.08,203.42,1.44,7.7,Clear,0.928,9.01,0
2025-07-17,Los Angeles,Shanghai,Road,Textiles,1021.16,355.13,1.56,7.4,Fog,0.931,0.73,1
2025-07-06,Antwerp,Rotterdam,Rail,Electronics,10120.78,217.83,1.75,7.6,Storm,0.835,29.43,1
2024-08-27,Los Angeles,Shanghai,Road,Automotive,3702.37,205.85,3.84,5.5,Rain,0.826,2.92,1
2025-09-26,Hamburg,Dubai,Sea,Perishables,14295.64,276.36,2.11,4.4,Clear,0.561,25.25,0
2025-01-25,Singapore,Rotterdam,Air,Automotive,10879.46,179.03,2.58,6.5,Clear,0.774,0.74,0
2025-03-27,Singapore,Rotterdam,Road,Pharmaceuticals,6693.02,68.81,3.19,7.0,Storm,0.652,16.05,1
2025-03-09,Shanghai,Rotterdam,Sea,Automotive,8271.06,325.4,3.46,2.6,Clear,0.54,13.05,0
